persona,weapon,rarity,cycleSeconds,cycleDamageBeforeMitigation,uninterruptedSingleTargetDPS,skillCooldownSeconds,skillKind,range
SnakeCharmer,FlipFlopSlap,Rare,0.3932,44.981,114.399,7.36,summon,9
SnakeCharmer,FlipFlopSlap,Common,0.3932,39.114,99.477,8,summon,9
SnakeCharmer,LawnDart,Legendary,0.532,81.138,152.523,6.4,summon,22
SnakeCharmer,LawnDart,Unique,0.532,70.319,132.187,6.88,summon,22
SnakeCharmer,LawnDart,Rare,0.532,62.206,116.935,7.36,summon,22
SnakeCharmer,LawnDart,Common,0.532,54.092,101.682,8,summon,22
SnakeCharmer,GolfClub,Legendary,0.5024,71.073,141.463,6.4,summon,12
SnakeCharmer,GolfClub,Unique,0.5024,61.597,122.601,6.88,summon,12
SnakeCharmer,GolfClub,Rare,0.5024,54.489,108.455,7.36,summon,12
SnakeCharmer,GolfClub,Common,0.5024,47.382,94.308,8,summon,12
SnakeCharmer,GatorWrestleGloves,Legendary,0.5652,83.475,147.687,6.4,summon,10
SnakeCharmer,GatorWrestleGloves,Unique,0.5652,72.345,127.995,6.88,summon,10
SnakeCharmer,GatorWrestleGloves,Rare,0.5652,63.998,113.226,7.36,summon,10
SnakeCharmer,GatorWrestleGloves,Common,0.5652,55.65,98.458,8,summon,10
SnakeCharmer,RomanCandle,Legendary,0.4522,64.872,143.467,6.4,summon,26
SnakeCharmer,RomanCandle,Unique,0.4522,56.222,124.338,6.88,summon,26
SnakeCharmer,RomanCandle,Rare,0.4522,49.735,109.991,7.36,summon,26
SnakeCharmer,RomanCandle,Common,0.4522,43.248,95.645,8,summon,26
SnakeCharmer,SnakeLasso,Legendary,0.476,71.371,149.948,6.4,summon,20
SnakeCharmer,SnakeLasso,Unique,0.476,61.855,129.955,6.88,summon,20
SnakeCharmer,SnakeLasso,Rare,0.476,54.718,114.96,7.36,summon,20
SnakeCharmer,SnakeLasso,Common,0.476,47.581,99.965,8,summon,20
SnakeCharmer,SpillSkimmer,Legendary,0.4306,61.771,143.441,6.4,summon,11
SnakeCharmer,SpillSkimmer,Unique,0.4306,53.535,124.315,6.88,summon,11
SnakeCharmer,SpillSkimmer,Rare,0.4306,47.358,109.971,7.36,summon,11
SnakeCharmer,SpillSkimmer,Common,0.4306,41.181,95.627,8,summon,11
SnakeCharmer,PoolNoodle,Legendary,0.3478,49.369,141.937,6.4,summon,14
SnakeCharmer,PoolNoodle,Unique,0.3478,42.787,123.012,6.88,summon,14
SnakeCharmer,PoolNoodle,Rare,0.3478,37.85,108.819,7.36,summon,14
SnakeCharmer,PoolNoodle,Common,0.3478,32.913,94.625,8,summon,14
SnakeCharmer,CoolerLid,Legendary,0.4111,55.571,135.186,6.4,summon,8
SnakeCharmer,CoolerLid,Unique,0.4111,48.161,117.161,6.88,summon,8
SnakeCharmer,CoolerLid,Rare,0.4111,42.604,103.643,7.36,summon,8
SnakeCharmer,CoolerLid,Common,0.4111,37.047,90.124,8,summon,8
SnakeCharmer,BeachUmbrella,Legendary,0.5138,64.872,126.251,6.4,summon,13
SnakeCharmer,BeachUmbrella,Unique,0.5138,56.222,109.417,6.88,summon,13
SnakeCharmer,BeachUmbrella,Rare,0.5138,49.735,96.792,7.36,summon,13
SnakeCharmer,BeachUmbrella,Common,0.5138,43.248,84.167,8,summon,13
SnakeCharmer,FireExtinguisher,Legendary,0.4522,58.671,129.753,6.4,summon,18
SnakeCharmer,FireExtinguisher,Unique,0.4522,50.848,112.453,6.88,summon,18
SnakeCharmer,FireExtinguisher,Rare,0.4522,44.981,99.477,7.36,summon,18
SnakeCharmer,FireExtinguisher,Common,0.4522,39.114,86.502,8,summon,18
SnakeCharmer,TrafficCone,Legendary,0.4306,64.86,150.613,6.4,summon,16
SnakeCharmer,TrafficCone,Unique,0.4306,56.212,130.531,6.88,summon,16
SnakeCharmer,TrafficCone,Rare,0.4306,49.726,115.47,7.36,summon,16
SnakeCharmer,TrafficCone,Common,0.4306,43.24,100.408,8,summon,16
SnakeCharmer,KayakPaddle,Legendary,0.4522,67.972,150.324,6.4,summon,12
SnakeCharmer,KayakPaddle,Unique,0.4522,58.91,130.281,6.88,summon,12
SnakeCharmer,KayakPaddle,Rare,0.4522,52.112,115.248,7.36,summon,12
SnakeCharmer,KayakPaddle,Common,0.4522,45.315,100.216,8,summon,12
SnakeCharmer,BugZapper,Legendary,0.476,74.174,155.836,6.4,summon,9
SnakeCharmer,BugZapper,Unique,0.476,64.284,135.058,6.88,summon,9
SnakeCharmer,BugZapper,Rare,0.476,56.866,119.474,7.36,summon,9
SnakeCharmer,BugZapper,Common,0.476,49.449,103.89,8,summon,9
SnakeCharmer,WaterBalloonSling,Legendary,0.4111,55.571,135.186,6.4,summon,24
SnakeCharmer,WaterBalloonSling,Unique,0.4111,48.161,117.161,6.88,summon,24
SnakeCharmer,WaterBalloonSling,Rare,0.4111,42.604,103.643,7.36,summon,24
SnakeCharmer,WaterBalloonSling,Common,0.4111,37.047,90.124,8,summon,24
SnakeCharmer,ShoppingCart,Legendary,0.6029,80.375,133.313,6.4,summon,11
SnakeCharmer,ShoppingCart,Unique,0.6029,69.658,115.538,6.88,summon,11
SnakeCharmer,ShoppingCart,Rare,0.6029,61.62,102.207,7.36,summon,11
SnakeCharmer,ShoppingCart,Common,0.6029,53.583,88.876,8,summon,11
SnakeCharmer,PelicanBeakReplica,Legendary,0.4522,71.073,157.181,6.4,summon,10
SnakeCharmer,PelicanBeakReplica,Unique,0.4522,61.597,136.223,6.88,summon,10
SnakeCharmer,PelicanBeakReplica,Rare,0.4522,54.489,120.505,7.36,summon,10
SnakeCharmer,PelicanBeakReplica,Common,0.4522,47.382,104.787,8,summon,10
SnakeCharmer,OilBarrelLid,Legendary,0.5652,81.138,143.551,6.4,summon,19
SnakeCharmer,OilBarrelLid,Unique,0.5652,70.319,124.411,6.88,summon,19
SnakeCharmer,OilBarrelLid,Rare,0.5652,62.206,110.056,7.36,summon,19
SnakeCharmer,OilBarrelLid,Common,0.5652,54.092,95.701,8,summon,19
SnakeCharmer,TikiTorch,Legendary,0.4915,64.872,131.99,6.4,summon,11
SnakeCharmer,TikiTorch,Unique,0.4915,56.222,114.391,6.88,summon,11
SnakeCharmer,TikiTorch,Rare,0.4915,49.735,101.192,7.36,summon,11
SnakeCharmer,TikiTorch,Common,0.4915,43.248,87.993,8,summon,11
SnakeCharmer,Skateboard,Legendary,0.3768,61.771,163.932,6.4,summon,10
SnakeCharmer,Skateboard,Unique,0.3768,53.535,142.074,6.88,summon,10
SnakeCharmer,Skateboard,Rare,0.3768,47.358,125.681,7.36,summon,10
SnakeCharmer,Skateboard,Common,0.3768,41.181,109.288,8,summon,10
SnakeCharmer,FishSmack,Legendary,0.4522,67.972,150.324,6.4,summon,9
SnakeCharmer,FishSmack,Unique,0.4522,58.91,130.281,6.88,summon,9
SnakeCharmer,FishSmack,Rare,0.4522,52.112,115.248,7.36,summon,9
SnakeCharmer,FishSmack,Common,0.4522,45.315,100.216,8,summon,9
SnakeCharmer,NewspaperRoll,Legendary,0.3617,52.47,145.049,6.4,summon,8
SnakeCharmer,NewspaperRoll,Unique,0.3617,45.474,125.709,6.88,summon,8
SnakeCharmer,NewspaperRoll,Rare,0.3617,40.227,111.204,7.36,summon,8
SnakeCharmer,NewspaperRoll,Common,0.3617,34.98,96.7,8,summon,8
SnakeCharmer,NetGun,Legendary,0.5024,46.269,92.093,6.4,summon,20
SnakeCharmer,NetGun,Unique,0.5024,40.1,79.814,6.88,summon,20
SnakeCharmer,NetGun,Rare,0.5024,35.473,70.605,7.36,summon,20
SnakeCharmer,NetGun,Common,0.5024,30.846,61.395,8,summon,20
SnakeCharmer,SludgeHose,Legendary,0.532,71.073,133.604,6.4,summon,22
SnakeCharmer,SludgeHose,Unique,0.532,61.597,115.79,6.88,summon,22
SnakeCharmer,SludgeHose,Rare,0.532,54.489,102.429,7.36,summon,22
SnakeCharmer,SludgeHose,Common,0.532,47.382,89.069,8,summon,22
SnakeCharmer,FinaleRocket,Legendary,0.6957,113.693,163.434,6.4,summon,30
SnakeCharmer,FinaleRocket,Unique,0.6957,98.534,141.642,6.88,summon,30
SnakeCharmer,FinaleRocket,Rare,0.6957,87.165,125.299,7.36,summon,30
SnakeCharmer,FinaleRocket,Common,0.6957,75.795,108.956,8,summon,30
SnakeCharmer,HOAClipboard,Legendary,0.3932,58.671,149.216,6.4,summon,8
SnakeCharmer,HOAClipboard,Unique,0.3932,50.848,129.321,6.88,summon,8
SnakeCharmer,HOAClipboard,Rare,0.3932,44.981,114.399,7.36,summon,8
SnakeCharmer,HOAClipboard,Common,0.3932,39.114,99.477,8,summon,8
SnakeCharmer,BoogieBoard,Legendary,0.4306,64.872,150.64,6.4,summon,11
SnakeCharmer,BoogieBoard,Unique,0.4306,56.222,130.555,6.88,summon,11
SnakeCharmer,BoogieBoard,Rare,0.4306,49.735,115.491,7.36,summon,11
SnakeCharmer,BoogieBoard,Common,0.4306,43.248,100.427,8,summon,11
GolfCartBandit,BareHands,Legendary,0.368,46.2,125.543,4.4,dash,8
GolfCartBandit,BareHands,Unique,0.368,40.04,108.804,4.73,dash,8
GolfCartBandit,BareHands,Rare,0.368,35.42,96.25,5.06,dash,8
GolfCartBandit,BareHands,Common,0.368,30.8,83.696,5.5,dash,8
GolfCartBandit,FlipFlopSlap,Legendary,0.32,52.206,163.144,4.4,dash,9
GolfCartBandit,FlipFlopSlap,Unique,0.32,45.245,141.391,4.73,dash,9
GolfCartBandit,FlipFlopSlap,Rare,0.32,40.025,125.077,5.06,dash,9
GolfCartBandit,FlipFlopSlap,Common,0.32,34.804,108.763,5.5,dash,9
GolfCartBandit,LawnDart,Legendary,0.4329,73.735,170.312,4.4,dash,22
GolfCartBandit,LawnDart,Unique,0.4329,63.904,147.604,4.73,dash,22
GolfCartBandit,LawnDart,Rare,0.4329,56.53,130.573,5.06,dash,22
GolfCartBandit,LawnDart,Common,0.4329,49.157,113.542,5.5,dash,22
GolfCartBandit,GolfClub,Legendary,0.4089,64.218,157.055,4.4,dash,12
GolfCartBandit,GolfClub,Unique,0.4089,55.656,136.114,4.73,dash,12
GolfCartBandit,GolfClub,Rare,0.4089,49.234,120.409,5.06,dash,12
GolfCartBandit,GolfClub,Common,0.4089,42.812,104.703,5.5,dash,12
GolfCartBandit,GatorWrestleGloves,Legendary,0.46,76.23,165.717,4.4,dash,10
GolfCartBandit,GatorWrestleGloves,Unique,0.46,66.066,143.622,4.73,dash,10
GolfCartBandit,GatorWrestleGloves,Rare,0.46,58.443,127.05,5.06,dash,10
GolfCartBandit,GatorWrestleGloves,Common,0.46,50.82,110.478,5.5,dash,10
GolfCartBandit,RomanCandle,Legendary,0.368,58.212,158.185,4.4,dash,26
GolfCartBandit,RomanCandle,Unique,0.368,50.45,137.093,4.73,dash,26
GolfCartBandit,RomanCandle,Rare,0.368,44.629,121.275,5.06,dash,26
GolfCartBandit,RomanCandle,Common,0.368,38.808,105.457,5.5,dash,26
GolfCartBandit,SnakeLasso,Legendary,0.3874,64.276,165.929,4.4,dash,20
GolfCartBandit,SnakeLasso,Unique,0.3874,55.706,143.805,4.73,dash,20
GolfCartBandit,SnakeLasso,Rare,0.3874,49.278,127.212,5.06,dash,20
GolfCartBandit,SnakeLasso,Common,0.3874,42.851,110.619,5.5,dash,20
GolfCartBandit,SpillSkimmer,Legendary,0.3505,55.209,157.526,4.4,dash,11
GolfCartBandit,SpillSkimmer,Unique,0.3505,47.848,136.522,4.73,dash,11
GolfCartBandit,SpillSkimmer,Rare,0.3505,42.327,120.77,5.06,dash,11
GolfCartBandit,SpillSkimmer,Common,0.3505,36.806,105.017,5.5,dash,11
GolfCartBandit,PoolNoodle,Legendary,0.2831,43.197,152.598,4.4,dash,14
GolfCartBandit,PoolNoodle,Unique,0.2831,37.437,132.252,4.73,dash,14
GolfCartBandit,PoolNoodle,Rare,0.2831,33.118,116.992,5.06,dash,14
GolfCartBandit,PoolNoodle,Common,0.2831,28.798,101.732,5.5,dash,14
GolfCartBandit,CoolerLid,Legendary,0.3345,49.203,147.074,4.4,dash,8
GolfCartBandit,CoolerLid,Unique,0.3345,42.643,127.464,4.73,dash,8
GolfCartBandit,CoolerLid,Rare,0.3345,37.722,112.757,5.06,dash,8
GolfCartBandit,CoolerLid,Common,0.3345,32.802,98.049,5.5,dash,8
GolfCartBandit,BeachUmbrella,Legendary,0.4182,58.212,139.203,4.4,dash,13
GolfCartBandit,BeachUmbrella,Unique,0.4182,50.45,120.642,4.73,dash,13
GolfCartBandit,BeachUmbrella,Rare,0.4182,44.629,106.722,5.06,dash,13
GolfCartBandit,BeachUmbrella,Common,0.4182,38.808,92.802,5.5,dash,13
GolfCartBandit,FireExtinguisher,Legendary,0.368,52.206,141.864,4.4,dash,18
GolfCartBandit,FireExtinguisher,Unique,0.368,45.245,122.949,4.73,dash,18
GolfCartBandit,FireExtinguisher,Rare,0.368,40.025,108.762,5.06,dash,18
GolfCartBandit,FireExtinguisher,Common,0.368,34.804,94.576,5.5,dash,18
GolfCartBandit,TrafficCone,Legendary,0.3505,57.969,165.402,4.4,dash,16
GolfCartBandit,TrafficCone,Unique,0.3505,50.24,143.348,4.73,dash,16
GolfCartBandit,TrafficCone,Rare,0.3505,44.443,126.808,5.06,dash,16
GolfCartBandit,TrafficCone,Common,0.3505,38.646,110.268,5.5,dash,16
GolfCartBandit,KayakPaddle,Legendary,0.368,61.215,166.345,4.4,dash,12
GolfCartBandit,KayakPaddle,Unique,0.368,53.053,144.166,4.73,dash,12
GolfCartBandit,KayakPaddle,Rare,0.368,46.931,127.531,5.06,dash,12
GolfCartBandit,KayakPaddle,Common,0.368,40.81,110.897,5.5,dash,12
GolfCartBandit,BugZapper,Legendary,0.3874,67.221,173.532,4.4,dash,9
GolfCartBandit,BugZapper,Unique,0.3874,58.258,150.395,4.73,dash,9
GolfCartBandit,BugZapper,Rare,0.3874,51.536,133.042,5.06,dash,9
GolfCartBandit,BugZapper,Common,0.3874,44.814,115.688,5.5,dash,9
GolfCartBandit,WaterBalloonSling,Legendary,0.3345,49.203,147.074,4.4,dash,24
GolfCartBandit,WaterBalloonSling,Unique,0.3345,42.643,127.464,4.73,dash,24
GolfCartBandit,WaterBalloonSling,Rare,0.3345,37.722,112.757,5.06,dash,24
GolfCartBandit,WaterBalloonSling,Common,0.3345,32.802,98.049,5.5,dash,24
GolfCartBandit,ShoppingCart,Legendary,0.4907,73.227,149.24,4.4,dash,11
GolfCartBandit,ShoppingCart,Unique,0.4907,63.463,129.341,4.73,dash,11
GolfCartBandit,ShoppingCart,Rare,0.4907,56.141,114.417,5.06,dash,11
GolfCartBandit,ShoppingCart,Common,0.4907,48.818,99.493,5.5,dash,11
GolfCartBandit,PelicanBeakReplica,Legendary,0.368,64.218,174.505,4.4,dash,10
GolfCartBandit,PelicanBeakReplica,Unique,0.368,55.656,151.238,4.73,dash,10
GolfCartBandit,PelicanBeakReplica,Rare,0.368,49.234,133.787,5.06,dash,10
GolfCartBandit,PelicanBeakReplica,Common,0.368,42.812,116.337,5.5,dash,10
GolfCartBandit,OilBarrelLid,Legendary,0.46,73.735,160.294,4.4,dash,19
GolfCartBandit,OilBarrelLid,Unique,0.46,63.904,138.921,4.73,dash,19
GolfCartBandit,OilBarrelLid,Rare,0.46,56.53,122.892,5.06,dash,19
GolfCartBandit,OilBarrelLid,Common,0.46,49.157,106.863,5.5,dash,19
GolfCartBandit,TikiTorch,Legendary,0.4,58.212,145.53,4.4,dash,11
GolfCartBandit,TikiTorch,Unique,0.4,50.45,126.126,4.73,dash,11
GolfCartBandit,TikiTorch,Rare,0.4,44.629,111.573,5.06,dash,11
GolfCartBandit,TikiTorch,Common,0.4,38.808,97.02,5.5,dash,11
GolfCartBandit,Skateboard,Legendary,0.3067,55.209,180.029,4.4,dash,10
GolfCartBandit,Skateboard,Unique,0.3067,47.848,156.025,4.73,dash,10
GolfCartBandit,Skateboard,Rare,0.3067,42.327,138.023,5.06,dash,10
GolfCartBandit,Skateboard,Common,0.3067,36.806,120.02,5.5,dash,10
GolfCartBandit,FishSmack,Legendary,0.368,61.215,166.345,4.4,dash,9
GolfCartBandit,FishSmack,Unique,0.368,53.053,144.166,4.73,dash,9
GolfCartBandit,FishSmack,Rare,0.368,46.931,127.531,5.06,dash,9
GolfCartBandit,FishSmack,Common,0.368,40.81,110.897,5.5,dash,9
GolfCartBandit,NewspaperRoll,Legendary,0.2944,46.2,156.929,4.4,dash,8
GolfCartBandit,NewspaperRoll,Unique,0.2944,40.04,136.005,4.73,dash,8
GolfCartBandit,NewspaperRoll,Rare,0.2944,35.42,120.313,5.06,dash,8
GolfCartBandit,NewspaperRoll,Common,0.2944,30.8,104.62,5.5,dash,8
GolfCartBandit,NetGun,Legendary,0.4089,40.194,98.301,4.4,dash,20
GolfCartBandit,NetGun,Unique,0.4089,34.835,85.194,4.73,dash,20
GolfCartBandit,NetGun,Rare,0.4089,30.815,75.364,5.06,dash,20
GolfCartBandit,NetGun,Common,0.4089,26.796,65.534,5.5,dash,20
GolfCartBandit,SludgeHose,Legendary,0.4329,64.218,148.33,4.4,dash,22
GolfCartBandit,SludgeHose,Unique,0.4329,55.656,128.552,4.73,dash,22
GolfCartBandit,SludgeHose,Rare,0.4329,49.234,113.719,5.06,dash,22
GolfCartBandit,SludgeHose,Common,0.4329,42.812,98.886,5.5,dash,22
GolfCartBandit,FinaleRocket,Legendary,0.5662,105.267,185.933,4.4,dash,30
GolfCartBandit,FinaleRocket,Unique,0.5662,91.231,161.142,4.73,dash,30
GolfCartBandit,FinaleRocket,Rare,0.5662,80.704,142.549,5.06,dash,30
GolfCartBandit,FinaleRocket,Common,0.5662,70.178,123.955,5.5,dash,30
GolfCartBandit,HOAClipboard,Legendary,0.32,52.206,163.144,4.4,dash,8
GolfCartBandit,HOAClipboard,Unique,0.32,45.245,141.391,4.73,dash,8
GolfCartBandit,HOAClipboard,Rare,0.32,40.025,125.077,5.06,dash,8
GolfCartBandit,HOAClipboard,Common,0.32,34.804,108.763,5.5,dash,8
GolfCartBandit,BoogieBoard,Legendary,0.3505,58.212,166.094,4.4,dash,11
GolfCartBandit,BoogieBoard,Unique,0.3505,50.45,143.948,4.73,dash,11
GolfCartBandit,BoogieBoard,Rare,0.3505,44.629,127.339,5.06,dash,11
GolfCartBandit,BoogieBoard,Common,0.3505,38.808,110.729,5.5,dash,11
FireworksEnthusiast,BareHands,Legendary,0.6476,68.64,105.988,6.0,aoe,8
FireworksEnthusiast,BareHands,Unique,0.6476,59.488,91.856,6.45,aoe,8
FireworksEnthusiast,BareHands,Rare,0.6476,52.624,81.258,6.9,aoe,8
FireworksEnthusiast,BareHands,Common,0.6476,45.76,70.659,7.5,aoe,8
FireworksEnthusiast,FlipFlopSlap,Legendary,0.5631,75.504,134.075,6.0,aoe,9
FireworksEnthusiast,FlipFlopSlap,Unique,0.5631,65.437,116.198,6.45,aoe,9
FireworksEnthusiast,FlipFlopSlap,Rare,0.5631,57.886,102.791,6.9,aoe,9
FireworksEnthusiast,FlipFlopSlap,Common,0.5631,50.336,89.383,7.5,aoe,9
FireworksEnthusiast,LawnDart,Legendary,0.7619,100.901,132.432,6.0,aoe,22
FireworksEnthusiast,LawnDart,Unique,0.7619,87.447,114.775,6.45,aoe,22
FireworksEnthusiast,LawnDart,Rare,0.7619,77.357,101.531,6.9,aoe,22
FireworksEnthusiast,LawnDart,Common,0.7619,67.267,88.288,7.5,aoe,22
FireworksEnthusiast,GolfClub,Legendary,0.7196,89.232,124.006,6.0,aoe,12
FireworksEnthusiast,GolfClub,Unique,0.7196,77.334,107.472,6.45,aoe,12
FireworksEnthusiast,GolfClub,Rare,0.7196,68.411,95.071,6.9,aoe,12
FireworksEnthusiast,GolfClub,Common,0.7196,59.488,82.671,7.5,aoe,12
FireworksEnthusiast,GatorWrestleGloves,Legendary,0.8095,102.96,127.186,6.0,aoe,10
FireworksEnthusiast,GatorWrestleGloves,Unique,0.8095,89.232,110.228,6.45,aoe,10
FireworksEnthusiast,GatorWrestleGloves,Rare,0.8095,78.936,97.509,6.9,aoe,10
FireworksEnthusiast,GatorWrestleGloves,Common,0.8095,68.64,84.791,7.5,aoe,10
FireworksEnthusiast,RomanCandle,Legendary,0.6476,82.368,127.186,6.0,aoe,26
FireworksEnthusiast,RomanCandle,Unique,0.6476,71.386,110.228,6.45,aoe,26
FireworksEnthusiast,RomanCandle,Rare,0.6476,63.149,97.509,6.9,aoe,26
FireworksEnthusiast,RomanCandle,Common,0.6476,54.912,84.791,7.5,aoe,26
FireworksEnthusiast,SnakeLasso,Legendary,0.6817,90.09,132.154,6.0,aoe,20
FireworksEnthusiast,SnakeLasso,Unique,0.6817,78.078,114.534,6.45,aoe,20
FireworksEnthusiast,SnakeLasso,Rare,0.6817,69.069,101.318,6.9,aoe,20
FireworksEnthusiast,SnakeLasso,Common,0.6817,60.06,88.103,7.5,aoe,20
FireworksEnthusiast,SpillSkimmer,Legendary,0.6168,78.936,127.981,6.0,aoe,11
FireworksEnthusiast,SpillSkimmer,Unique,0.6168,68.411,110.917,6.45,aoe,11
FireworksEnthusiast,SpillSkimmer,Rare,0.6168,60.518,98.119,6.9,aoe,11
FireworksEnthusiast,SpillSkimmer,Common,0.6168,52.624,85.321,7.5,aoe,11
FireworksEnthusiast,PoolNoodle,Legendary,0.4982,65.208,130.895,6.0,aoe,14
FireworksEnthusiast,PoolNoodle,Unique,0.4982,56.514,113.443,6.45,aoe,14
FireworksEnthusiast,PoolNoodle,Rare,0.4982,49.993,100.353,6.9,aoe,14
FireworksEnthusiast,PoolNoodle,Common,0.4982,43.472,87.264,7.5,aoe,14
FireworksEnthusiast,CoolerLid,Legendary,0.5887,72.072,122.416,6.0,aoe,8
FireworksEnthusiast,CoolerLid,Unique,0.5887,62.462,106.094,6.45,aoe,8
FireworksEnthusiast,CoolerLid,Rare,0.5887,55.255,93.853,6.9,aoe,8
FireworksEnthusiast,CoolerLid,Common,0.5887,48.048,81.611,7.5,aoe,8
FireworksEnthusiast,BeachUmbrella,Legendary,0.7359,82.368,111.924,6.0,aoe,13
FireworksEnthusiast,BeachUmbrella,Unique,0.7359,71.386,97.0,6.45,aoe,13
FireworksEnthusiast,BeachUmbrella,Rare,0.7359,63.149,85.808,6.9,aoe,13
FireworksEnthusiast,BeachUmbrella,Common,0.7359,54.912,74.616,7.5,aoe,13
FireworksEnthusiast,FireExtinguisher,Legendary,0.6476,75.504,116.587,6.0,aoe,18
FireworksEnthusiast,FireExtinguisher,Unique,0.6476,65.437,101.042,6.45,aoe,18
FireworksEnthusiast,FireExtinguisher,Rare,0.6476,57.886,89.383,6.9,aoe,18
FireworksEnthusiast,FireExtinguisher,Common,0.6476,50.336,77.725,7.5,aoe,18
FireworksEnthusiast,TrafficCone,Legendary,0.6168,82.883,134.38,6.0,aoe,16
FireworksEnthusiast,TrafficCone,Unique,0.6168,71.832,116.463,6.45,aoe,16
FireworksEnthusiast,TrafficCone,Rare,0.6168,63.543,103.025,6.9,aoe,16
FireworksEnthusiast,TrafficCone,Common,0.6168,55.255,89.587,7.5,aoe,16
FireworksEnthusiast,KayakPaddle,Legendary,0.6476,85.8,132.485,6.0,aoe,12
FireworksEnthusiast,KayakPaddle,Unique,0.6476,74.36,114.821,6.45,aoe,12
FireworksEnthusiast,KayakPaddle,Rare,0.6476,65.78,101.572,6.9,aoe,12
FireworksEnthusiast,KayakPaddle,Common,0.6476,57.2,88.324,7.5,aoe,12
FireworksEnthusiast,BugZapper,Legendary,0.6817,92.664,135.93,6.0,aoe,9
FireworksEnthusiast,BugZapper,Unique,0.6817,80.309,117.806,6.45,aoe,9
FireworksEnthusiast,BugZapper,Rare,0.6817,71.042,104.213,6.9,aoe,9
FireworksEnthusiast,BugZapper,Common,0.6817,61.776,90.62,7.5,aoe,9
FireworksEnthusiast,WaterBalloonSling,Legendary,0.5887,72.072,122.416,6.0,aoe,24
FireworksEnthusiast,WaterBalloonSling,Unique,0.5887,62.462,106.094,6.45,aoe,24
FireworksEnthusiast,WaterBalloonSling,Rare,0.5887,55.255,93.853,6.9,aoe,24
FireworksEnthusiast,WaterBalloonSling,Common,0.5887,48.048,81.611,7.5,aoe,24
FireworksEnthusiast,ShoppingCart,Legendary,0.8635,99.528,115.262,6.0,aoe,11
FireworksEnthusiast,ShoppingCart,Unique,0.8635,86.258,99.894,6.45,aoe,11
FireworksEnthusiast,ShoppingCart,Rare,0.8635,76.305,88.368,6.9,aoe,11
FireworksEnthusiast,ShoppingCart,Common,0.8635,66.352,76.841,7.5,aoe,11
FireworksEnthusiast,PelicanBeakReplica,Legendary,0.6476,89.232,137.785,6.0,aoe,10
FireworksEnthusiast,PelicanBeakReplica,Unique,0.6476,77.334,119.413,6.45,aoe,10
FireworksEnthusiast,PelicanBeakReplica,Rare,0.6476,68.411,105.635,6.9,aoe,10
FireworksEnthusiast,PelicanBeakReplica,Common,0.6476,59.488,91.856,7.5,aoe,10
FireworksEnthusiast,OilBarrelLid,Legendary,0.8095,100.901,124.642,6.0,aoe,19
FireworksEnthusiast,OilBarrelLid,Unique,0.8095,87.447,108.023,6.45,aoe,19
FireworksEnthusiast,OilBarrelLid,Rare,0.8095,77.357,95.559,6.9,aoe,19
FireworksEnthusiast,OilBarrelLid,Common,0.8095,67.267,83.095,7.5,aoe,19
FireworksEnthusiast,TikiTorch,Legendary,0.7039,82.368,117.011,6.0,aoe,11
FireworksEnthusiast,TikiTorch,Unique,0.7039,71.386,101.41,6.45,aoe,11
FireworksEnthusiast,TikiTorch,Rare,0.7039,63.149,89.708,6.9,aoe,11
FireworksEnthusiast,TikiTorch,Common,0.7039,54.912,78.007,7.5,aoe,11
FireworksEnthusiast,Skateboard,Legendary,0.5397,78.936,146.264,6.0,aoe,10
FireworksEnthusiast,Skateboard,Unique,0.5397,68.411,126.762,6.45,aoe,10
FireworksEnthusiast,Skateboard,Rare,0.5397,60.518,112.136,6.9,aoe,10
FireworksEnthusiast,Skateboard,Common,0.5397,52.624,97.509,7.5,aoe,10
FireworksEnthusiast,FishSmack,Legendary,0.6476,85.8,132.485,6.0,aoe,9
FireworksEnthusiast,FishSmack,Unique,0.6476,74.36,114.821,6.45,aoe,9
FireworksEnthusiast,FishSmack,Rare,0.6476,65.78,101.572,6.9,aoe,9
FireworksEnthusiast,FishSmack,Common,0.6476,57.2,88.324,7.5,aoe,9
FireworksEnthusiast,NewspaperRoll,Legendary,0.5181,68.64,132.485,6.0,aoe,8
FireworksEnthusiast,NewspaperRoll,Unique,0.5181,59.488,114.821,6.45,aoe,8
FireworksEnthusiast,NewspaperRoll,Rare,0.5181,52.624,101.572,6.9,aoe,8
FireworksEnthusiast,NewspaperRoll,Common,0.5181,45.76,88.324,7.5,aoe,8
FireworksEnthusiast,NetGun,Legendary,0.7196,61.776,85.85,6.0,aoe,20
FireworksEnthusiast,NetGun,Unique,0.7196,53.539,74.404,6.45,aoe,20
FireworksEnthusiast,NetGun,Rare,0.7196,47.362,65.819,6.9,aoe,20
FireworksEnthusiast,NetGun,Common,0.7196,41.184,57.234,7.5,aoe,20
FireworksEnthusiast,SludgeHose,Legendary,0.7619,89.232,117.117,6.0,aoe,22
FireworksEnthusiast,SludgeHose,Unique,0.7619,77.334,101.501,6.45,aoe,22
FireworksEnthusiast,SludgeHose,Rare,0.7619,68.411,89.79,6.9,aoe,22
FireworksEnthusiast,SludgeHose,Common,0.7619,59.488,78.078,7.5,aoe,22
FireworksEnthusiast,FinaleRocket,Legendary,0.9963,136.937,137.44,6.0,aoe,30
FireworksEnthusiast,FinaleRocket,Unique,0.9963,118.679,119.115,6.45,aoe,30
